priority,m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,recommended_chunk_group,shortlist_reason,contract_review_needed,notes
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0444,ch6::cross,foa_ch06_ast_cross,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0445,ch6::norm,foa_ch06_ast_norm,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0446,ch6::sign,foa_ch06_ast_sign,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0447,ch6::clamp,foa_ch06_ast_clamp,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0448,ch6::deg2rad,foa_ch06_ast_deg2rad,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0449,ch6::rad2deg,foa_ch06_ast_rad2deg,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0453,ch6::safesqrt,foa_ch06_ast_safesqrt,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0454,ch6::safeacos_arg,foa_ch06_ast_safeacos_arg,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0455,ch6::angle_between,foa_ch06_ast_angle_between,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0459,ch6::latlon_to_unit,foa_ch06_ast_latlon_to_unit,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch06_scilab_astrodynamics/src/core/ast_ch6_core.sci",low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0491,app_sign_nonzero,foa_app_ast_app_sign_nonzero,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/appendices_scilab_astrodynamics/src/projects/ast_app_predict_kepler_gauss.sci",low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0530,num_clamp,num_clamp,source_scilab/curtis_section09_numerical_algorithms/src/num_clamp.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0531,num_columnize,num_columnize,source_scilab/curtis_section09_numerical_algorithms/src/num_columnize.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Numerical helper duplicate pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0534,num_unit,num_unit,source_scilab/curtis_section09_numerical_algorithms/src/num_unit.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0535,num_veccross,num_veccross,source_scilab/curtis_section09_numerical_algorithms/src/num_veccross.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0536,num_vecdot,num_vecdot,source_scilab/curtis_section09_numerical_algorithms/src/num_vecdot.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0537,num_vnorm,num_vnorm,source_scilab/curtis_section09_numerical_algorithms/src/num_vnorm.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0551,fb_clamp,fb_clamp,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0554,fb_col,fb_col,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0555,fb_cross,fb_cross,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0557,fb_dot,fb_dot,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0568,fb_norm,fb_norm,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0586,fb_unit,fb_unit,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0640,ga_acos_safe,ga_acos_safe,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0641,ga_angle_between,ga_angle_between,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0642,ga_asin_safe,ga_asin_safe,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0644,ga_clamp,ga_clamp,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0645,ga_col,ga_col,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0646,ga_cross,ga_cross,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0647,ga_deg2rad,ga_deg2rad,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0648,ga_dot,ga_dot,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0650,ga_norm,ga_norm,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0651,ga_rad2deg,ga_rad2deg,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0655,ga_skew,ga_skew,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0656,ga_unit,ga_unit,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0660,ch7_acos_clamped,foa_ch07_ast_ch7_acos_clamped,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0661,ch7_asin_clamped,foa_ch07_ast_ch7_asin_clamped,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0664,ch7_clamp,foa_ch07_ast_ch7_clamp,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0666,ch7_cross,foa_ch07_ast_ch7_cross,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0667,ch7_deg2rad,foa_ch07_ast_ch7_deg2rad,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0668,ch7_dot,foa_ch07_ast_ch7_dot,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0669,ch7_from_du,foa_ch07_ast_ch7_from_du,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0670,ch7_from_tu,foa_ch07_ast_ch7_from_tu,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
