priority,m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,recommended_chunk_group,shortlist_reason,contract_review_needed,notes
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0671,ch7_from_vu,foa_ch07_ast_ch7_from_vu,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0672,ch7_norm,foa_ch07_ast_ch7_norm,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0673,ch7_rad2deg,foa_ch07_ast_ch7_rad2deg,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0674,ch7_safe_sqrt,foa_ch07_ast_ch7_safe_sqrt,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0675,ch7_to_du,foa_ch07_ast_ch7_to_du,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0676,ch7_to_tu,foa_ch07_ast_ch7_to_tu,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0677,ch7_to_vu,foa_ch07_ast_ch7_to_vu,source_scilab/ch7_core/ast_ch7_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0678,ch7_unit,foa_ch07_ast_ch7_unit,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0738,ch7_true_anomaly_from_r_rdot,foa_ch07_ast_ch7_true_anomaly_from_r_rdot,source_scilab/ch7_twobody/ast_ch7_kepler_time.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0739,ch8_clip,foa_ch08_ast8_clip,source_scilab/ch8_core/ast_ch8_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0740,ch8_acos_safe,foa_ch08_ast8_acos_safe,source_scilab/ch8_core/ast_ch8_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0741,ch8_asin_safe,foa_ch08_ast8_asin_safe,source_scilab/ch8_core/ast_ch8_core.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0744,ch8_deg2rad,foa_ch08_ast8_deg2rad,source_scilab/ch8_core/ast_ch8_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0745,ch8_rad2deg,foa_ch08_ast8_rad2deg,source_scilab/ch8_core/ast_ch8_core.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0746,ch8_norm,foa_ch08_ast8_norm,source_scilab/ch8_core/ast_ch8_core.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0987,deg2rad,deg2rad,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_0988,rad2deg,rad2deg,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0989,v_col,v_col,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0990,v_cross,v_cross,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0991,v_dot,v_dot,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0992,v_norm,v_norm,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0993,v_skew,v_skew,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_0994,v_unit,v_unit,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/vec_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1135,rb_clamp,rb_clamp,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1136,rb_col,rb_col,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1137,rb_cross,rb_cross,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_1138,rb_deg2rad,rb_deg2rad,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1139,rb_dot,rb_dot,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1141,rb_norm,rb_norm,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_1142,rb_rad2deg,rb_rad2deg,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1144,rb_unit,rb_unit,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section04_rigid_body_attitude_scilab/src/rb_vector.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1148,ac_clip,ac_clip,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1149,ac_col,ac_col,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1150,ac_cross,ac_cross,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_1152,ac_deg2rad,ac_deg2rad,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1153,ac_dot,ac_dot,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1154,ac_norm,ac_norm,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_1161,ac_rad2deg,ac_rad2deg,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1165,ac_unit,ac_unit,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section05_attitude_control_scilab/src/ac_utils.sci,low_risk_vector_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_vector_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common vector helper; likely duplicate of existing central M00 vector kernels.
P1_after_helper_deduplication,PORT_STATUS_RELEASE_GATE.csv:row_1298,rvd_clip,rvd_clip,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,low_risk_scalar_math,low_risk_candidate,8D_helper_deduplication_then_low_risk_scalar_contracts,common scalar/vector helper; promote only if deduplicated against existing M00 kernels and needed by a bounded family,yes_standard_formula_vault_contract_and_source_locator_review,Common scalar helper; likely duplicate utility row.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_1301,rvd_deg2rad,rvd_deg2rad,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
P2_after_contract_review,PORT_STATUS_RELEASE_GATE.csv:row_1303,rvd_rad2deg,rvd_rad2deg,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,unit_conversion,low_risk_candidate,8D_deduplicated_unit_conversion_helpers,low-risk by metadata but requires family contract before implementation,yes_standard_formula_vault_contract_and_source_locator_review,Unit/constants conversion pattern.
